Measure ID,DATA ELEMENT NAME,"CODING SYSTEM",CODE,MODIFIER,"PLACE OF SERVICE",AGE,GENDER
418,DX_CODE_1,I10,S72.143B,,,50 - 85,F
418,DX_CODE_1,I10,S72.143C,,,50 - 85,F
418,DX_CODE_1,I10,S72.144A,,,50 - 85,F
418,DX_CODE_1,I10,S72.144B,,,50 - 85,F
418,DX_CODE_1,I10,S72.144C,,,50 - 85,F
418,DX_CODE_1,I10,S72.145A,,,50 - 85,F
418,DX_CODE_1,I10,S72.145B,,,50 - 85,F
418,DX_CODE_1,I10,S72.145C,,,50 - 85,F
418,DX_CODE_1,I10,S72.146A,,,50 - 85,F
418,DX_CODE_1,I10,S72.146B,,,50 - 85,F
418,DX_CODE_1,I10,S72.146C,,,50 - 85,F
418,DX_CODE_1,I10,S72.21XA,,,50 - 85,F
418,DX_CODE_1,I10,S72.21XB,,,50 - 85,F
418,DX_CODE_1,I10,S72.21XC,,,50 - 85,F
418,DX_CODE_1,I10,S72.22XA,,,50 - 85,F
418,DX_CODE_1,I10,S72.22XB,,,50 - 85,F
418,DX_CODE_1,I10,S72.22XC,,,50 - 85,F
418,DX_CODE_1,I10,S72.23XA,,,50 - 85,F
418,DX_CODE_1,I10,S72.23XB,,,50 - 85,F
418,DX_CODE_1,I10,S72.23XC,,,50 - 85,F
418,DX_CODE_1,I10,S72.24XA,,,50 - 85,F
418,DX_CODE_1,I10,S72.24XB,,,50 - 85,F
418,DX_CODE_1,I10,S72.24XC,,,50 - 85,F
418,DX_CODE_1,I10,S72.25XA,,,50 - 85,F
418,DX_CODE_1,I10,S72.25XB,,,50 - 85,F
418,DX_CODE_1,I10,S72.25XC,,,50 - 85,F
418,DX_CODE_1,I10,S72.26XA,,,50 - 85,F
418,DX_CODE_1,I10,S72.26XB,,,50 - 85,F
418,DX_CODE_1,I10,S72.26XC,,,50 - 85,F
418,DX_CODE_1,I10,S72.301A,,,50 - 85,F
418,DX_CODE_1,I10,S72.301B,,,50 - 85,F
418,DX_CODE_1,I10,S72.301C,,,50 - 85,F
418,DX_CODE_1,I10,S72.302A,,,50 - 85,F
418,DX_CODE_1,I10,S72.302B,,,50 - 85,F
418,DX_CODE_1,I10,S72.302C,,,50 - 85,F
418,DX_CODE_1,I10,S72.309A,,,50 - 85,F
418,DX_CODE_1,I10,S72.309B,,,50 - 85,F
418,DX_CODE_1,I10,S72.309C,,,50 - 85,F
418,DX_CODE_1,I10,S72.321A,,,50 - 85,F
418,DX_CODE_1,I10,S72.321B,,,50 - 85,F
418,DX_CODE_1,I10,S72.321C,,,50 - 85,F
418,DX_CODE_1,I10,S72.322A,,,50 - 85,F
418,DX_CODE_1,I10,S72.322B,,,50 - 85,F
418,DX_CODE_1,I10,S72.322C,,,50 - 85,F
418,DX_CODE_1,I10,S72.323A,,,50 - 85,F
418,DX_CODE_1,I10,S72.323B,,,50 - 85,F
418,DX_CODE_1,I10,S72.323C,,,50 - 85,F
418,DX_CODE_1,I10,S72.324A,,,50 - 85,F
418,DX_CODE_1,I10,S72.324B,,,50 - 85,F
418,DX_CODE_1,I10,S72.324C,,,50 - 85,F
418,DX_CODE_1,I10,S72.325A,,,50 - 85,F
418,DX_CODE_1,I10,S72.325B,,,50 - 85,F
418,DX_CODE_1,I10,S72.325C,,,50 - 85,F
418,DX_CODE_1,I10,S72.326A,,,50 - 85,F
418,DX_CODE_1,I10,S72.326B,,,50 - 85,F
418,DX_CODE_1,I10,S72.326C,,,50 - 85,F
418,DX_CODE_1,I10,S72.331A,,,50 - 85,F
418,DX_CODE_1,I10,S72.331B,,,50 - 85,F
418,DX_CODE_1,I10,S72.331C,,,50 - 85,F
418,DX_CODE_1,I10,S72.332A,,,50 - 85,F
418,DX_CODE_1,I10,S72.332B,,,50 - 85,F
418,DX_CODE_1,I10,S72.332C,,,50 - 85,F
418,DX_CODE_1,I10,S72.333A,,,50 - 85,F
418,DX_CODE_1,I10,S72.333B,,,50 - 85,F
418,DX_CODE_1,I10,S72.333C,,,50 - 85,F
418,DX_CODE_1,I10,S72.334A,,,50 - 85,F
418,DX_CODE_1,I10,S72.334B,,,50 - 85,F
418,DX_CODE_1,I10,S72.334C,,,50 - 85,F
418,DX_CODE_1,I10,S72.335A,,,50 - 85,F
418,DX_CODE_1,I10,S72.335B,,,50 - 85,F
418,DX_CODE_1,I10,S72.335C,,,50 - 85,F
418,DX_CODE_1,I10,S72.336A,,,50 - 85,F
418,DX_CODE_1,I10,S72.336B,,,50 - 85,F
418,DX_CODE_1,I10,S72.336C,,,50 - 85,F
418,DX_CODE_1,I10,S72.341A,,,50 - 85,F
418,DX_CODE_1,I10,S72.341B,,,50 - 85,F
418,DX_CODE_1,I10,S72.341C,,,50 - 85,F
418,DX_CODE_1,I10,S72.342A,,,50 - 85,F
418,DX_CODE_1,I10,S72.342B,,,50 - 85,F
418,DX_CODE_1,I10,S72.342C,,,50 - 85,F
418,DX_CODE_1,I10,S72.343A,,,50 - 85,F
418,DX_CODE_1,I10,S72.343B,,,50 - 85,F
418,DX_CODE_1,I10,S72.343C,,,50 - 85,F
418,DX_CODE_1,I10,S72.344A,,,50 - 85,F
418,DX_CODE_1,I10,S72.344B,,,50 - 85,F
418,DX_CODE_1,I10,S72.344C,,,50 - 85,F
418,DX_CODE_1,I10,S72.345A,,,50 - 85,F
418,DX_CODE_1,I10,S72.345B,,,50 - 85,F
418,DX_CODE_1,I10,S72.345C,,,50 - 85,F
418,DX_CODE_1,I10,S72.346A,,,50 - 85,F
418,DX_CODE_1,I10,S72.346B,,,50 - 85,F
418,DX_CODE_1,I10,S72.346C,,,50 - 85,F
418,DX_CODE_1,I10,S72.351A,,,50 - 85,F
418,DX_CODE_1,I10,S72.351B,,,50 - 85,F
418,DX_CODE_1,I10,S72.351C,,,50 - 85,F
418,DX_CODE_1,I10,S72.352A,,,50 - 85,F
418,DX_CODE_1,I10,S72.352B,,,50 - 85,F
418,DX_CODE_1,I10,S72.352C,,,50 - 85,F
418,DX_CODE_1,I10,S72.353A,,,50 - 85,F
418,DX_CODE_1,I10,S72.353B,,,50 - 85,F
418,DX_CODE_1,I10,S72.353C,,,50 - 85,F
418,DX_CODE_1,I10,S72.354A,,,50 - 85,F
418,DX_CODE_1,I10,S72.354B,,,50 - 85,F
418,DX_CODE_1,I10,S72.354C,,,50 - 85,F
418,DX_CODE_1,I10,S72.355A,,,50 - 85,F
418,DX_CODE_1,I10,S72.355B,,,50 - 85,F
418,DX_CODE_1,I10,S72.355C,,,50 - 85,F
418,DX_CODE_1,I10,S72.356A,,,50 - 85,F
418,DX_CODE_1,I10,S72.356B,,,50 - 85,F
418,DX_CODE_1,I10,S72.356C,,,50 - 85,F
418,DX_CODE_1,I10,S72.361A,,,50 - 85,F
418,DX_CODE_1,I10,S72.361B,,,50 - 85,F
418,DX_CODE_1,I10,S72.361C,,,50 - 85,F
418,DX_CODE_1,I10,S72.362A,,,50 - 85,F
418,DX_CODE_1,I10,S72.362B,,,50 - 85,F
418,DX_CODE_1,I10,S72.362C,,,50 - 85,F
418,DX_CODE_1,I10,S72.363A,,,50 - 85,F
418,DX_CODE_1,I10,S72.363B,,,50 - 85,F
418,DX_CODE_1,I10,S72.363C,,,50 - 85,F
418,DX_CODE_1,I10,S72.364A,,,50 - 85,F
418,DX_CODE_1,I10,S72.364B,,,50 - 85,F
418,DX_CODE_1,I10,S72.364C,,,50 - 85,F
418,DX_CODE_1,I10,S72.365A,,,50 - 85,F
418,DX_CODE_1,I10,S72.365B,,,50 - 85,F
418,DX_CODE_1,I10,S72.365C,,,50 - 85,F
418,DX_CODE_1,I10,S72.366A,,,50 - 85,F
418,DX_CODE_1,I10,S72.366B,,,50 - 85,F
418,DX_CODE_1,I10,S72.366C,,,50 - 85,F
418,DX_CODE_1,I10,S72.391A,,,50 - 85,F
418,DX_CODE_1,I10,S72.391B,,,50 - 85,F
418,DX_CODE_1,I10,S72.391C,,,50 - 85,F
418,DX_CODE_1,I10,S72.392A,,,50 - 85,F
418,DX_CODE_1,I10,S72.392B,,,50 - 85,F
418,DX_CODE_1,I10,S72.392C,,,50 - 85,F
418,DX_CODE_1,I10,S72.399A,,,50 - 85,F
418,DX_CODE_1,I10,S72.399B,,,50 - 85,F
418,DX_CODE_1,I10,S72.399C,,,50 - 85,F
418,DX_CODE_1,I10,S72.401A,,,50 - 85,F
418,DX_CODE_1,I10,S72.401B,,,50 - 85,F
418,DX_CODE_1,I10,S72.401C,,,50 - 85,F
418,DX_CODE_1,I10,S72.402A,,,50 - 85,F
418,DX_CODE_1,I10,S72.402B,,,50 - 85,F
418,DX_CODE_1,I10,S72.402C,,,50 - 85,F
418,DX_CODE_1,I10,S72.409A,,,50 - 85,F
418,DX_CODE_1,I10,S72.409B,,,50 - 85,F
418,DX_CODE_1,I10,S72.409C,,,50 - 85,F
418,DX_CODE_1,I10,S72.411A,,,50 - 85,F
418,DX_CODE_1,I10,S72.411B,,,50 - 85,F
418,DX_CODE_1,I10,S72.411C,,,50 - 85,F
418,DX_CODE_1,I10,S72.412A,,,50 - 85,F
418,DX_CODE_1,I10,S72.412B,,,50 - 85,F
418,DX_CODE_1,I10,S72.412C,,,50 - 85,F
418,DX_CODE_1,I10,S72.413A,,,50 - 85,F
418,DX_CODE_1,I10,S72.413B,,,50 - 85,F
418,DX_CODE_1,I10,S72.413C,,,50 - 85,F
418,DX_CODE_1,I10,S72.414A,,,50 - 85,F
418,DX_CODE_1,I10,S72.414B,,,50 - 85,F
418,DX_CODE_1,I10,S72.414C,,,50 - 85,F
418,DX_CODE_1,I10,S72.415A,,,50 - 85,F
418,DX_CODE_1,I10,S72.415B,,,50 - 85,F
418,DX_CODE_1,I10,S72.415C,,,50 - 85,F
418,DX_CODE_1,I10,S72.416A,,,50 - 85,F
418,DX_CODE_1,I10,S72.416B,,,50 - 85,F
418,DX_CODE_1,I10,S72.416C,,,50 - 85,F
418,DX_CODE_1,I10,S72.421A,,,50 - 85,F
418,DX_CODE_1,I10,S72.421B,,,50 - 85,F
418,DX_CODE_1,I10,S72.421C,,,50 - 85,F
418,DX_CODE_1,I10,S72.422A,,,50 - 85,F
418,DX_CODE_1,I10,S72.422B,,,50 - 85,F
418,DX_CODE_1,I10,S72.422C,,,50 - 85,F
418,DX_CODE_1,I10,S72.423A,,,50 - 85,F
418,DX_CODE_1,I10,S72.423B,,,50 - 85,F
418,DX_CODE_1,I10,S72.423C,,,50 - 85,F
418,DX_CODE_1,I10,S72.424A,,,50 - 85,F
418,DX_CODE_1,I10,S72.424B,,,50 - 85,F
418,DX_CODE_1,I10,S72.424C,,,50 - 85,F
418,DX_CODE_1,I10,S72.425A,,,50 - 85,F
418,DX_CODE_1,I10,S72.425B,,,50 - 85,F
418,DX_CODE_1,I10,S72.425C,,,50 - 85,F
418,DX_CODE_1,I10,S72.426A,,,50 - 85,F
418,DX_CODE_1,I10,S72.426B,,,50 - 85,F
418,DX_CODE_1,I10,S72.426C,,,50 - 85,F
418,DX_CODE_1,I10,S72.431A,,,50 - 85,F
418,DX_CODE_1,I10,S72.431B,,,50 - 85,F
418,DX_CODE_1,I10,S72.431C,,,50 - 85,F
418,DX_CODE_1,I10,S72.432A,,,50 - 85,F
418,DX_CODE_1,I10,S72.432B,,,50 - 85,F
418,DX_CODE_1,I10,S72.432C,,,50 - 85,F
418,DX_CODE_1,I10,S72.433A,,,50 - 85,F
418,DX_CODE_1,I10,S72.433B,,,50 - 85,F
418,DX_CODE_1,I10,S72.433C,,,50 - 85,F
418,DX_CODE_1,I10,S72.434A,,,50 - 85,F
418,DX_CODE_1,I10,S72.434B,,,50 - 85,F
418,DX_CODE_1,I10,S72.434C,,,50 - 85,F
418,DX_CODE_1,I10,S72.435A,,,50 - 85,F
418,DX_CODE_1,I10,S72.435B,,,50 - 85,F
418,DX_CODE_1,I10,S72.435C,,,50 - 85,F
418,DX_CODE_1,I10,S72.436A,,,50 - 85,F
418,DX_CODE_1,I10,S72.436B,,,50 - 85,F
418,DX_CODE_1,I10,S72.436C,,,50 - 85,F
418,DX_CODE_1,I10,S72.451A,,,50 - 85,F
418,DX_CODE_1,I10,S72.451B,,,50 - 85,F
418,DX_CODE_1,I10,S72.451C,,,50 - 85,F
418,DX_CODE_1,I10,S72.452A,,,50 - 85,F
418,DX_CODE_1,I10,S72.452B,,,50 - 85,F
418,DX_CODE_1,I10,S72.452C,,,50 - 85,F
418,DX_CODE_1,I10,S72.453A,,,50 - 85,F
418,DX_CODE_1,I10,S72.453B,,,50 - 85,F
418,DX_CODE_1,I10,S72.453C,,,50 - 85,F
418,DX_CODE_1,I10,S72.454A,,,50 - 85,F
418,DX_CODE_1,I10,S72.454B,,,50 - 85,F
418,DX_CODE_1,I10,S72.454C,,,50 - 85,F
418,DX_CODE_1,I10,S72.455A,,,50 - 85,F
418,DX_CODE_1,I10,S72.455B,,,50 - 85,F
418,DX_CODE_1,I10,S72.455C,,,50 - 85,F
418,DX_CODE_1,I10,S72.456A,,,50 - 85,F
418,DX_CODE_1,I10,S72.456B,,,50 - 85,F
418,DX_CODE_1,I10,S72.456C,,,50 - 85,F
418,DX_CODE_1,I10,S72.461A,,,50 - 85,F
418,DX_CODE_1,I10,S72.461B,,,50 - 85,F
418,DX_CODE_1,I10,S72.461C,,,50 - 85,F
418,DX_CODE_1,I10,S72.462A,,,50 - 85,F
418,DX_CODE_1,I10,S72.462B,,,50 - 85,F
418,DX_CODE_1,I10,S72.462C,,,50 - 85,F
418,DX_CODE_1,I10,S72.463A,,,50 - 85,F
418,DX_CODE_1,I10,S72.463B,,,50 - 85,F
418,DX_CODE_1,I10,S72.463C,,,50 - 85,F
418,DX_CODE_1,I10,S72.464A,,,50 - 85,F
418,DX_CODE_1,I10,S72.464B,,,50 - 85,F
418,DX_CODE_1,I10,S72.464C,,,50 - 85,F
418,DX_CODE_1,I10,S72.465A,,,50 - 85,F
418,DX_CODE_1,I10,S72.465B,,,50 - 85,F
418,DX_CODE_1,I10,S72.465C,,,50 - 85,F
418,DX_CODE_1,I10,S72.466A,,,50 - 85,F
418,DX_CODE_1,I10,S72.466B,,,50 - 85,F
418,DX_CODE_1,I10,S72.466C,,,50 - 85,F
418,DX_CODE_1,I10,S72.471A,,,50 - 85,F
418,DX_CODE_1,I10,S72.472A,,,50 - 85,F
418,DX_CODE_1,I10,S72.479A,,,50 - 85,F
418,DX_CODE_1,I10,S72.491A,,,50 - 85,F
418,DX_CODE_1,I10,S72.491B,,,50 - 85,F
418,DX_CODE_1,I10,S72.491C,,,50 - 85,F
418,DX_CODE_1,I10,S72.492A,,,50 - 85,F
418,DX_CODE_1,I10,S72.492B,,,50 - 85,F
418,DX_CODE_1,I10,S72.492C,,,50 - 85,F
418,DX_CODE_1,I10,S72.499A,,,50 - 85,F
418,DX_CODE_1,I10,S72.499B,,,50 - 85,F
418,DX_CODE_1,I10,S72.499C,,,50 - 85,F
418,DX_CODE_1,I10,S72.8X1A,,,50 - 85,F
418,DX_CODE_1,I10,S72.8X1B,,,50 - 85,F
418,DX_CODE_1,I10,S72.8X1C,,,50 - 85,F
418,DX_CODE_1,I10,S72.8X2A,,,50 - 85,F
418,DX_CODE_1,I10,S72.8X2B,,,50 - 85,F
418,DX_CODE_1,I10,S72.8X2C,,,50 - 85,F
418,DX_CODE_1,I10,S72.8X9A,,,50 - 85,F
418,DX_CODE_1,I10,S72.8X9B,,,50 - 85,F
418,DX_CODE_1,I10,S72.8X9C,,,50 - 85,F
418,DX_CODE_1,I10,S72.90XA,,,50 - 85,F
418,DX_CODE_1,I10,S72.90XB,,,50 - 85,F
418,DX_CODE_1,I10,S72.90XC,,,50 - 85,F
418,DX_CODE_1,I10,S72.91XA,,,50 - 85,F
418,DX_CODE_1,I10,S72.91XB,,,50 - 85,F
418,DX_CODE_1,I10,S72.91XC,,,50 - 85,F
418,DX_CODE_1,I10,S72.92XA,,,50 - 85,F
418,DX_CODE_1,I10,S72.92XB,,,50 - 85,F
418,DX_CODE_1,I10,S72.92XC,,,50 - 85,F
418,DX_CODE_1,I10,S82.001A,,,50 - 85,F
418,DX_CODE_1,I10,S82.001B,,,50 - 85,F
418,DX_CODE_1,I10,S82.001C,,,50 - 85,F
418,DX_CODE_1,I10,S82.002A,,,50 - 85,F
418,DX_CODE_1,I10,S82.002B,,,50 - 85,F
418,DX_CODE_1,I10,S82.002C,,,50 - 85,F
418,DX_CODE_1,I10,S82.009A,,,50 - 85,F
418,DX_CODE_1,I10,S82.009B,,,50 - 85,F
418,DX_CODE_1,I10,S82.009C,,,50 - 85,F
418,DX_CODE_1,I10,S82.011A,,,50 - 85,F
418,DX_CODE_1,I10,S82.011B,,,50 - 85,F
418,DX_CODE_1,I10,S82.011C,,,50 - 85,F
418,DX_CODE_1,I10,S82.012A,,,50 - 85,F
418,DX_CODE_1,I10,S82.012B,,,50 - 85,F
418,DX_CODE_1,I10,S82.012C,,,50 - 85,F
418,DX_CODE_1,I10,S82.013A,,,50 - 85,F
418,DX_CODE_1,I10,S82.013B,,,50 - 85,F
418,DX_CODE_1,I10,S82.013C,,,50 - 85,F
418,DX_CODE_1,I10,S82.014A,,,50 - 85,F
418,DX_CODE_1,I10,S82.014B,,,50 - 85,F
418,DX_CODE_1,I10,S82.014C,,,50 - 85,F
418,DX_CODE_1,I10,S82.015A,,,50 - 85,F
418,DX_CODE_1,I10,S82.015B,,,50 - 85,F
418,DX_CODE_1,I10,S82.015C,,,50 - 85,F
418,DX_CODE_1,I10,S82.016A,,,50 - 85,F
418,DX_CODE_1,I10,S82.016B,,,50 - 85,F
418,DX_CODE_1,I10,S82.016C,,,50 - 85,F
418,DX_CODE_1,I10,S82.021A,,,50 - 85,F
418,DX_CODE_1,I10,S82.021B,,,50 - 85,F
418,DX_CODE_1,I10,S82.021C,,,50 - 85,F
418,DX_CODE_1,I10,S82.022A,,,50 - 85,F
418,DX_CODE_1,I10,S82.022B,,,50 - 85,F
418,DX_CODE_1,I10,S82.022C,,,50 - 85,F
418,DX_CODE_1,I10,S82.023A,,,50 - 85,F
418,DX_CODE_1,I10,S82.023B,,,50 - 85,F
418,DX_CODE_1,I10,S82.023C,,,50 - 85,F
418,DX_CODE_1,I10,S82.024A,,,50 - 85,F
418,DX_CODE_1,I10,S82.024B,,,50 - 85,F
418,DX_CODE_1,I10,S82.024C,,,50 - 85,F
418,DX_CODE_1,I10,S82.025A,,,50 - 85,F
418,DX_CODE_1,I10,S82.025B,,,50 - 85,F
418,DX_CODE_1,I10,S82.025C,,,50 - 85,F
418,DX_CODE_1,I10,S82.026A,,,50 - 85,F
418,DX_CODE_1,I10,S82.026B,,,50 - 85,F
418,DX_CODE_1,I10,S82.026C,,,50 - 85,F
418,DX_CODE_1,I10,S82.031A,,,50 - 85,F
418,DX_CODE_1,I10,S82.031B,,,50 - 85,F
418,DX_CODE_1,I10,S82.031C,,,50 - 85,F
418,DX_CODE_1,I10,S82.032A,,,50 - 85,F
418,DX_CODE_1,I10,S82.032B,,,50 - 85,F
418,DX_CODE_1,I10,S82.032C,,,50 - 85,F
418,DX_CODE_1,I10,S82.033A,,,50 - 85,F
418,DX_CODE_1,I10,S82.033B,,,50 - 85,F
418,DX_CODE_1,I10,S82.033C,,,50 - 85,F
418,DX_CODE_1,I10,S82.034A,,,50 - 85,F
418,DX_CODE_1,I10,S82.034B,,,50 - 85,F
418,DX_CODE_1,I10,S82.034C,,,50 - 85,F
418,DX_CODE_1,I10,S82.035A,,,50 - 85,F
418,DX_CODE_1,I10,S82.035B,,,50 - 85,F
418,DX_CODE_1,I10,S82.035C,,,50 - 85,F
418,DX_CODE_1,I10,S82.036A,,,50 - 85,F
418,DX_CODE_1,I10,S82.036B,,,50 - 85,F
418,DX_CODE_1,I10,S82.036C,,,50 - 85,F
418,DX_CODE_1,I10,S82.041A,,,50 - 85,F
418,DX_CODE_1,I10,S82.041B,,,50 - 85,F
418,DX_CODE_1,I10,S82.041C,,,50 - 85,F
418,DX_CODE_1,I10,S82.042A,,,50 - 85,F
418,DX_CODE_1,I10,S82.042B,,,50 - 85,F
418,DX_CODE_1,I10,S82.042C,,,50 - 85,F
418,DX_CODE_1,I10,S82.043A,,,50 - 85,F
418,DX_CODE_1,I10,S82.043B,,,50 - 85,F
418,DX_CODE_1,I10,S82.043C,,,50 - 85,F
418,DX_CODE_1,I10,S82.044A,,,50 - 85,F
418,DX_CODE_1,I10,S82.044B,,,50 - 85,F
418,DX_CODE_1,I10,S82.044C,,,50 - 85,F
418,DX_CODE_1,I10,S82.045A,,,50 - 85,F
418,DX_CODE_1,I10,S82.045B,,,50 - 85,F
418,DX_CODE_1,I10,S82.045C,,,50 - 85,F
418,DX_CODE_1,I10,S82.046A,,,50 - 85,F
418,DX_CODE_1,I10,S82.046B,,,50 - 85,F
418,DX_CODE_1,I10,S82.046C,,,50 - 85,F
418,DX_CODE_1,I10,S82.091A,,,50 - 85,F
418,DX_CODE_1,I10,S82.091B,,,50 - 85,F
418,DX_CODE_1,I10,S82.091C,,,50 - 85,F
418,DX_CODE_1,I10,S82.092A,,,50 - 85,F
418,DX_CODE_1,I10,S82.092B,,,50 - 85,F
418,DX_CODE_1,I10,S82.092C,,,50 - 85,F
418,DX_CODE_1,I10,S82.099A,,,50 - 85,F
418,DX_CODE_1,I10,S82.099B,,,50 - 85,F
418,DX_CODE_1,I10,S82.099C,,,50 - 85,F
418,DX_CODE_1,I10,S82.101A,,,50 - 85,F
418,DX_CODE_1,I10,S82.101B,,,50 - 85,F
418,DX_CODE_1,I10,S82.101C,,,50 - 85,F
418,DX_CODE_1,I10,S82.102A,,,50 - 85,F
418,DX_CODE_1,I10,S82.102B,,,50 - 85,F
418,DX_CODE_1,I10,S82.102C,,,50 - 85,F
418,DX_CODE_1,I10,S82.109A,,,50 - 85,F
418,DX_CODE_1,I10,S82.109B,,,50 - 85,F
418,DX_CODE_1,I10,S82.109C,,,50 - 85,F
418,DX_CODE_1,I10,S82.111A,,,50 - 85,F
418,DX_CODE_1,I10,S82.111B,,,50 - 85,F
418,DX_CODE_1,I10,S82.111C,,,50 - 85,F
418,DX_CODE_1,I10,S82.112A,,,50 - 85,F
418,DX_CODE_1,I10,S82.112B,,,50 - 85,F
418,DX_CODE_1,I10,S82.112C,,,50 - 85,F
418,DX_CODE_1,I10,S82.113A,,,50 - 85,F
418,DX_CODE_1,I10,S82.113B,,,50 - 85,F
418,DX_CODE_1,I10,S82.113C,,,50 - 85,F
418,DX_CODE_1,I10,S82.114A,,,50 - 85,F
418,DX_CODE_1,I10,S82.114B,,,50 - 85,F
418,DX_CODE_1,I10,S82.114C,,,50 - 85,F
418,DX_CODE_1,I10,S82.115A,,,50 - 85,F
418,DX_CODE_1,I10,S82.115B,,,50 - 85,F
418,DX_CODE_1,I10,S82.115C,,,50 - 85,F
418,DX_CODE_1,I10,S82.116A,,,50 - 85,F
418,DX_CODE_1,I10,S82.116B,,,50 - 85,F
418,DX_CODE_1,I10,S82.116C,,,50 - 85,F
418,DX_CODE_1,I10,S82.121A,,,50 - 85,F
418,DX_CODE_1,I10,S82.121B,,,50 - 85,F
418,DX_CODE_1,I10,S82.121C,,,50 - 85,F
418,DX_CODE_1,I10,S82.122A,,,50 - 85,F
418,DX_CODE_1,I10,S82.122B,,,50 - 85,F
418,DX_CODE_1,I10,S82.122C,,,50 - 85,F
418,DX_CODE_1,I10,S82.123A,,,50 - 85,F
418,DX_CODE_1,I10,S82.123B,,,50 - 85,F
418,DX_CODE_1,I10,S82.123C,,,50 - 85,F
418,DX_CODE_1,I10,S82.124A,,,50 - 85,F
418,DX_CODE_1,I10,S82.124B,,,50 - 85,F
418,DX_CODE_1,I10,S82.124C,,,50 - 85,F
418,DX_CODE_1,I10,S82.125A,,,50 - 85,F
418,DX_CODE_1,I10,S82.125B,,,50 - 85,F
418,DX_CODE_1,I10,S82.125C,,,50 - 85,F
418,DX_CODE_1,I10,S82.126A,,,50 - 85,F
418,DX_CODE_1,I10,S82.126B,,,50 - 85,F
418,DX_CODE_1,I10,S82.126C,,,50 - 85,F
418,DX_CODE_1,I10,S82.131A,,,50 - 85,F
418,DX_CODE_1,I10,S82.131B,,,50 - 85,F
418,DX_CODE_1,I10,S82.131C,,,50 - 85,F
418,DX_CODE_1,I10,S82.132A,,,50 - 85,F
418,DX_CODE_1,I10,S82.132B,,,50 - 85,F
418,DX_CODE_1,I10,S82.132C,,,50 - 85,F
418,DX_CODE_1,I10,S82.133A,,,50 - 85,F
418,DX_CODE_1,I10,S82.133B,,,50 - 85,F
418,DX_CODE_1,I10,S82.133C,,,50 - 85,F
418,DX_CODE_1,I10,S82.134A,,,50 - 85,F
418,DX_CODE_1,I10,S82.134B,,,50 - 85,F
418,DX_CODE_1,I10,S82.134C,,,50 - 85,F
418,DX_CODE_1,I10,S82.135A,,,50 - 85,F
418,DX_CODE_1,I10,S82.135B,,,50 - 85,F
418,DX_CODE_1,I10,S82.135C,,,50 - 85,F
418,DX_CODE_1,I10,S82.136A,,,50 - 85,F
418,DX_CODE_1,I10,S82.136B,,,50 - 85,F
418,DX_CODE_1,I10,S82.136C,,,50 - 85,F
418,DX_CODE_1,I10,S82.141A,,,50 - 85,F
418,DX_CODE_1,I10,S82.141B,,,50 - 85,F
418,DX_CODE_1,I10,S82.141C,,,50 - 85,F
418,DX_CODE_1,I10,S82.142A,,,50 - 85,F
418,DX_CODE_1,I10,S82.142B,,,50 - 85,F
418,DX_CODE_1,I10,S82.142C,,,50 - 85,F
418,DX_CODE_1,I10,S82.143A,,,50 - 85,F
418,DX_CODE_1,I10,S82.143B,,,50 - 85,F
418,DX_CODE_1,I10,S82.143C,,,50 - 85,F
418,DX_CODE_1,I10,S82.144A,,,50 - 85,F
418,DX_CODE_1,I10,S82.144B,,,50 - 85,F
418,DX_CODE_1,I10,S82.144C,,,50 - 85,F
418,DX_CODE_1,I10,S82.145A,,,50 - 85,F
418,DX_CODE_1,I10,S82.145B,,,50 - 85,F
418,DX_CODE_1,I10,S82.145C,,,50 - 85,F
418,DX_CODE_1,I10,S82.146A,,,50 - 85,F
418,DX_CODE_1,I10,S82.146B,,,50 - 85,F
418,DX_CODE_1,I10,S82.146C,,,50 - 85,F
418,DX_CODE_1,I10,S82.151A,,,50 - 85,F
418,DX_CODE_1,I10,S82.151B,,,50 - 85,F
418,DX_CODE_1,I10,S82.151C,,,50 - 85,F
418,DX_CODE_1,I10,S82.152A,,,50 - 85,F
418,DX_CODE_1,I10,S82.152B,,,50 - 85,F
418,DX_CODE_1,I10,S82.152C,,,50 - 85,F
418,DX_CODE_1,I10,S82.153A,,,50 - 85,F
418,DX_CODE_1,I10,S82.153B,,,50 - 85,F
418,DX_CODE_1,I10,S82.153C,,,50 - 85,F
418,DX_CODE_1,I10,S82.154A,,,50 - 85,F
418,DX_CODE_1,I10,S82.154B,,,50 - 85,F
418,DX_CODE_1,I10,S82.154C,,,50 - 85,F
418,DX_CODE_1,I10,S82.155A,,,50 - 85,F
418,DX_CODE_1,I10,S82.155B,,,50 - 85,F
418,DX_CODE_1,I10,S82.155C,,,50 - 85,F
418,DX_CODE_1,I10,S82.156A,,,50 - 85,F
418,DX_CODE_1,I10,S82.156B,,,50 - 85,F
418,DX_CODE_1,I10,S82.156C,,,50 - 85,F
418,DX_CODE_1,I10,S82.161A,,,50 - 85,F
418,DX_CODE_1,I10,S82.162A,,,50 - 85,F
418,DX_CODE_1,I10,S82.169A,,,50 - 85,F
418,DX_CODE_1,I10,S82.191A,,,50 - 85,F
418,DX_CODE_1,I10,S82.191B,,,50 - 85,F
418,DX_CODE_1,I10,S82.191C,,,50 - 85,F
418,DX_CODE_1,I10,S82.192A,,,50 - 85,F
418,DX_CODE_1,I10,S82.192B,,,50 - 85,F
